fdc_id,description
335181,"sugars, whole wheat bread, store brand/other (al,ok) - nfy1204r1"
335182,"tdf, whole wheat bread, store brand/other (al,ok) - nfy1204r2"
335183,"thiamin, whole wheat bread, store brand/other (al,ok) - nfy1204r3"
335184,"vitamin b6, whole wheat bread, store brand/other (al,ok) - nfy1204r4"
335185,"whole wheat bread, natures own (al,ok) - cy1202l"
335186,"natures own, bread, 100% whole wheat (al 1) - nfy12056y"
335187,"natures own, bread, 100% whole wheat (ok1) - nfy1206pb"
335188,"tocopherols, whole wheat bread, natures own (al,ok) - nfy1204of"
335189,"folate, whole wheat bread, natures own (al,ok) - nfy1204og"
335190,"minerals, whole wheat bread, natures own (al,ok) - nfy1204oh"
335191,"niacin, whole wheat bread, natures own (al,ok) - nfy1204oi"
335192,"selenium, whole wheat bread, natures own (al,ok) - nfy1204oj"
335193,"fatty acids, whole wheat bread, natures own (al,ok) - nfy1204ok"
335194,"proximates, whole wheat bread, natures own (al,ok) - nfy1204ol"
335195,"riboflavin, whole wheat bread, natures own (al,ok) - nfy1204om"
335196,"starch, whole wheat bread, natures own (al,ok) - nfy1204on"
335197,"sugars, whole wheat bread, natures own (al,ok) - nfy1204oo"
335198,"tdf, whole wheat bread, natures own (al,ok) - nfy1204op"
335199,"thiamin, whole wheat bread, natures own (al,ok) - nfy1204oq"
335200,"vitamin b6, whole wheat bread, natures own (al,ok) - nfy1204or"
335201,"choline, whole wheat bread, natures own (al,ok) - nfy1204ot"
335202,"whole wheat bread, store brand/other, hy vee & publix (fl,mo) - cy1202u"
335203,"hyvee, bread, 100% whole wheat (mo1) - nfy12058k"
335204,"publix, bread, 100% whole wheat (fl1) - nfy12058s"
335205,"minerals, whole wheat bread, store brand/other (fl,mo) - nfy1204s4"
335206,"pantothenic acid, whole wheat bread, store brand/other (fl,mo) - nfy1204s5"
335207,"proximates, whole wheat bread, store brand/other (fl,mo) - nfy1204s6"
335208,"whole wheat bread, store brand/other, safeway (ca1,co) - cy1202t"
335209,"safeway, bread, 100% whole wheat (ca1) - nfy1206p7"
335210,"safeway, bread, 100% whole wheat (co1) - nfy120551"
335211,"folate, whole wheat bread, store brand/other (ca1,co) - nfy1204rk"
335212,"minerals, whole wheat bread, store brand/other (ca1,co) - nfy1204rl"
335213,"niacin, whole wheat bread, store brand/other (ca1,co) - nfy1204rm"
335214,"selenium, whole wheat bread, store brand/other (ca1,co) - nfy1204rn"
335215,"fatty acids, whole wheat bread, store brand/other (ca1,co) - nfy1204ro"
335216,"pantothenic acid, whole wheat bread, store brand/other (ca1,co) - nfy1204rp"
335217,"proximates, whole wheat bread, store brand/other (ca1,co) - nfy1204rq"
335218,"riboflavin, whole wheat bread, store brand/other (ca1,co) - nfy1204rr"
335219,"starch, whole wheat bread, store brand/other (ca1,co) - nfy1204rs"
335220,"sugars, whole wheat bread, store brand/other (ca1,co) - nfy1204rt"
335221,"tdf, whole wheat bread, store brand/other (ca1,co) - nfy1204ru"
335222,"thiamin, whole wheat bread, store brand/other (ca1,co) - nfy1204rv"
335223,"vitamin b6, whole wheat bread, store brand/other (ca1,co) - nfy1204rw"
335224,"whole wheat bread, store brand/other, pepperidge farm (mi,nc) - cy1202v"
335225,"pepperidge farm, bread, 100% whole wheat (nc1) - nfy120559"
335226,"pepperidge farm, bread, 100% whole wheat (mi1) - nfy12058o"
335227,"tocopherols, whole wheat bread, store brand/other (mi,nc) - nfy1204sc"
335228,"folate, whole wheat bread, store brand/other (mi,nc) - nfy1204sd"
335229,"minerals, whole wheat bread, store brand/other (mi,nc) - nfy1204se"
335230,"niacin, whole wheat bread, store brand/other (mi,nc) - nfy1204sf"
335231,"selenium, whole wheat bread, store brand/other (mi,nc) - nfy1204sg"
335232,"fatty acids, whole wheat bread, store brand/other (mi,nc) - nfy1204sh"
335233,"proximates, whole wheat bread, store brand/other (mi,nc) - nfy1204si"
335234,"riboflavin, whole wheat bread, store brand/other (mi,nc) - nfy1204sj"
335235,"starch, whole wheat bread, store brand/other (mi,nc) - nfy1204sk"
335236,"sugars, whole wheat bread, store brand/other (mi,nc) - nfy1204sl"
335237,"tdf, whole wheat bread, store brand/other (mi,nc) - nfy1204sm"
335238,"thiamin, whole wheat bread, store brand/other (mi,nc) - nfy1204sn"
335239,"vitamin b6, whole wheat bread, store brand/other (mi,nc) - nfy1204so"
335240,"bread, whole-wheat, commercially prepared"
335241,"beans, dry, dark red kidney"
335245,"beans, dry, dark red kidney (0% moisture)"
335246,"beans, dry, pink"
335306,"beans, dry, pink (0% moisture)"
335307,"beans, dry, navy"
335419,"beans, dry, navy (0% moisture)"
335420,"beans, dry, light red kidney"
335422,"beans, dry, light red kidney (0% moisture)"
335423,"beans, dry, brown"
335425,"beans, dry, brown (0% moisture)"
335426,"beans, dry, flor de mayo"
335428,"beans, dry, flor de mayo (0% moisture)"
335429,"beans, dry, carioca"
335433,"beans, dry, carioca (0% moisture)"
335434,"beans, dry, tan"
335442,"beans, dry, tan (0% moisture)"
335443,"beans, dry, pinto"
335695,"beans, dry, pinto (0% moisture)"
335696,"beans, dry, small red"
335774,"beans, dry, small red (0% moisture)"
335775,"beans, dry, medium red"
335777,"beans, dry, medium red (0% moisture)"
335778,"beans, dry, cranberry"
335782,"beans, dry, cranberry (0% moisture)"
335783,"beans, dry, light tan"
335785,"beans, dry, light tan (0% moisture)"
335786,"beans, dry, black"
335912,"beans, dry, black (0% moisture)"
335913,"beans, dry, small white"
335927,"beans, dry, small white (0% moisture)"
335928,"beans, dry, red"
335930,"beans, dry, red (0% moisture)"
335931,"beans, dry, great northern"
336067,"beans, dry, great northern (0% moisture)"
746764,"carrots, frozen, unprepared"
746771,"oranges, raw, navels"
746773,"pears, raw, bartlett"
746786,burger king - ham
746788,ham
746822,subway - ham
746830,panera - ham
746845,dunkin donuts - ham
746952,"ham, sliced, restaurant"
746953,ihop - sliced processed american cheese
746955,american cheese
746992,mcdonalds - processed american cheese
746994,"cheese, american"
746996,cheese; american
747014,"burger king, sliced processed american cheese"
747055,chick-fil-a - american cheese
747096,panera - american cheese
747128,dennys - american cheese
747130,cheese
747135,applebees -  american cheese
747136,applebees - american cheese
747190,mcdonalds - american cheese
747196,chick fil a - american cheese
747268,subway - american cheese
747303,applebees -  american cheese (wave 22d)
747310,ihop - american cheese (wave 22d)
747324,dennys - american cheese (wave 22d)
747429,"cheese, american, restaurant"
747449,mcdonalds - ketchup
747451,ketchup
747465,"burger king, ketchup"
747496,ihop - ketchup
747531,dennys - ketchup
747561,burger king - ketchup
747621,ihop - ketchup (wave 22d)
747657,dennys - ketchup (wave 22d)
747693,"ketchup, restaurant"
747694,"egg, grade a, large"
747695,"eggs, grade a, large"
747698,"eggs, whites"
747700,eggs; whites
747713,"eggs, whole"
747720,eggs; whole
747742,"eggs, yolk"
747745,eggs; yolk
748237,canola oil
748241,corn oil
748278,"oil, canola"
748323,"oil, corn"
748324,vegetable oil (100% soybean oil)
748326,soybean oil
748366,"oil, soybean"
748367,"olive oil, extra virgin"
748588,olive oil control composite
748608,"oil, olive, extra virgin"
748968,applebees -  bacon
748970,"bacon, cooked"
748974,applebees - bacon (wave 22d)
748975,applebees -  bacon (wave 22d)
748976,bacon
749044,"burger king, bacon"
749075,burger king - bacon
749116,dennys - bacon
749155,dennys - bacon  (wave 22d)
749197,"ihop - bacon, cooked"
749199,bacon; cooked
749233,ihop - bacon (wave 22d)
749275,panera - bacon
749294,panera bacon turkey bravo
749306,subway - bacon
749351,mcdonalds - bacon
749420,"pork, cured, bacon"
789772,"butter, stick, unsalted"
789829,"flour, all purpose (enriched) (bleached)"
789833,"flour, all-purpose, enriched"
789890,"flour, wheat, all-purpose"
789891,"flour, all purpose (enriched) (unbleached)"
789952,"flour, all purpose (unenriched) (unbleached) (organic)"
789956,"flour, all-purpose, unenriched"
789963,"flour, all purpose (unenriched) (unbleached)"
790019,"flour, whole wheat (unenriched) (organic)"
790023,"flour, whole wheat, unenriched"
790030,"flour, whole wheat (unenriched)"
790086,"flour, bread, white (enriched) (unbleached)"
790090,"flour, bread, white"
790106,"flour, bread, white (enriched) (unbleached) (organic)"
790147,"flour, rice, white"
790169,"flour, rice, white (organic)"
790174,"flour, rice, white(unenriched)"
790178,"flour, rice, white (unenriched)"
790215,"flour, corn, yellow (fine meal) (enriched)"
790219,"flour, corn, enriched"
790276,"flour, corn, yellow"
790277,"butter, stick, salted"
790509,"onions, red"
790577,"onions, red, raw"
790578,"onions, yellow"
790646,"onions, yellow, raw"
790647,"bananas, overripe"
790745,"bananas, overripe, medium size"
790746,"bananas, unripe, medium size"
790752,"bananas, unripe, extra large size"
790755,"bananas, slightly ripe, medium size"
790760,"bananas, ripe, medium size"
790768,"bananas, ripe, extra large size"
790774,"bananas, overripe, raw"
790775,"bananas, ripe"
790836,"bananas, slightly ripe"
790991,"bananas, ripe and slightly ripe, raw"
1104593,garlic
1104647,"garlic, raw"
1104648,"flour, soy (defatted)"
1104705,"flour, soy, defatted"
1104706,"flour, soy, full fat (organic)"
1104716,"flour, soy, full fat"
1104766,"flour, soy, full-fat"
1104767,"flour, rice, brown (organic)"
1104776,"flour, rice, brown"
1104813,"flour, rice, glutenous"
1104867,"flour, rice, glutinous"
1104868,"flour, pastry, white (unenriched) (unbleached)"
1104913,"flour, pastry, unenriched"
1104914,"onions, white"
1104962,"onions, white, raw"
1105315,"apples, red delicious"
1105430,"apples, red delicious, with skin"
1105431,"apples, honeycrisp"
1105547,"apples, honeycrisp, with skin"
1105548,"apples, granny smith"
1105664,"apples, granny smith, with skin"
1105665,"apples, gala"
1105781,"apples, gala, with skin"
1105782,"apples, fuji"
1105897,"apples, fuji, with skin"
1750337,"soy milk, unsweetened, plain"
1750338,"almond milk, unsweetened, plain"
1750344,"mushroom, lion's mane"
1750345,"mushroom, oyster"
1750346,"mushrooms, shiitake"
1750347,"mushrooms, white button"
1750348,"oil, peanut"
1750349,"oil, sunflower"
1750350,"oil, safflower"
1750351,"oil, olive, extra light"
1750352,"spinach, baby"
1750353,"spinach, mature"
1750354,"tomato, roma"
1750520,"mushrooms, oyster"
1750536,"mushrooms, lions mane"
1750616,"spinach, regular (mature)"
1750648,"tomatoes, roma"
1750535,"mushrooms, lion's mane"
1757383,
2003586,"flour, 00"
2003587,"flour, spelt, whole grain"
2003588,"flour, semolina, coarse and semi-coarse"
2003589,"flour, semolina, fine"
2003590,"apple juice, with added vitamin c, from concentrate"
2003591,"orange juice, no pulp, not fortified"
2003592,"grape juice, purple, with added vitamin c"
2003593,"grape juice, white, with added vitamin c"
2003594,"cranberry juice, not fortified, from concentrate"
2003595,"grapefruit juice, red, not fortified"
2003596,"tomato juice, with added ingredients, from concentrate"
2003598,"mushroom, portabella"
2003599,"mushroom, king oyster"
2003600,"mushroom, enoki"
2003601,"mushroom, crimini"
2003602,"mushroom, maitake"
2003603,"mushroom, beech"
2003604,"mushroom, pioppini"
2003606,"mushrooms, portabella"
2003618,"mushrooms, king oyster"
2003634,"mushrooms, hon-shimiji (beech), white"
2003650,"mushrooms, crimini"
2003662,"mushrooms, maitake"
2003678,"mushrooms, pioppini"
2003694,"mushrooms, enoki"
2003706,"apple juice from concentrate with added vitamin c, shelf stable"
2003722,"grape juice, purple, from concentrate with added vitamin c"
2003738,"grape juice, white, from concentrate with added vitamin c"
2003754,"orange juice, refrigerated, no pulp"
2003786,"grapefruit juice, red, refrigerated"
2003802,"cranberry juice, shelf stable, from concentrate"
2003818,"tomato juice, shelf stable, from concentrate"
2003882,"flour, semolina, coarse"
2003884,"flour, semolina, semi-coarse"
2257044,"soy milk, sweetened, plain"
2257046,"oat milk, unsweetened, plain"
2257048,"soy milk, refrigerated, sweetened"
2257076,"almond milk, refrigerated, unsweetened"
2257104,"oat milk, refrigerated, unsweetened"
2258586,"carrots, mature, raw"
2258587,"carrots, baby, raw"
2258588,"peppers, bell, green"
2258589,"peppers, bell, yellow"
2258590,"peppers, bell, red"
2258591,"peppers, bell, orange"
2259792,"buttermilk, low fat"
2259793,"yogurt, plain, whole milk"
2259796,"cheese, feta, whole milk"
2259798,"buttermilk, lowfat"
2259814,"yogurt, greek, whole milk"
2259830,"yogurt, whole milk, plain"
2261420,"flour, almond"
2261421,"flour, oat, whole grain"
2261422,"flour, potato"
2261424,"flour, whole grain oat"
2261440,"flour, almond, blanched"
2262072,"peanut butter, creamy"
2262073,"sesame butter, creamy"
2262074,"almond butter, creamy"
2262075,"flaxseed, ground"
2262109,"sesame seed butter (tahini), creamy"
2262125,ground flaxseed meal
2263888,"raspberries, raw"
2263889,"blueberries, raw"
2263890,"grapes, red, seedless"
2263891,"grapes, green, seedless"
2263892,"applesauce, unsweetened, with added vitamin c"
2263894,"strawberries, fresh, raw"
2263910,"raspberries, fresh, raw"
2263958,"blueberries, fresh, raw"
2263974,"applesauce, unsweetened, with vit c added"
2346384,"cottage cheese, full fat, large or small curd"
2346385,"cream cheese, full fat, block"
2346386,"cream, heavy"
2346387,"cream, sour, full fat"
2346388,"lettuce, iceberg, raw"
2346389,"lettuce, romaine, green"
2346390,"lettuce, leaf, red"
2346391,"lettuce, leaf, green"
2346392,"nuts, pine nuts, raw"
2346393,"nuts, almonds, whole"
2346394,"nuts, walnuts, english"
2346395,"nuts, pecans, halves"
2346396,"oats, whole grain, rolled"
2346397,"oats, whole grain, steel cut"
2346398,"pineapple, raw"
2346399,"cherries, sweet, dark red"
2346401,"potatoes, russet, without skin"
2346402,"potatoes, red, without skin"
2346403,"potatoes, gold, without skin"
2346404,"sweet potatoes, orange flesh, without skin"
2346405,"celery, raw"
2346406,"cucumber, with peel, raw"
2346407,"cabbage, green, raw"
2346408,"cabbage, red, raw"
2346416,"cottage cheese, 4% milkfat, small curd"
2346432,"cottage cheese, 4% milkfat, large curd"
2346436,"cream cheese, block, full fat"
2346452,heavy cream
2346468,"sour cream, full fat"
2346564,"nuts, almonds, raw"
2346596,"nuts, pecans, raw"
2346644,"green beans, raw"
2346660,"cherries, dark red, sweet"
2346772,"cucumber, with skin, raw"
2512371,"flour, amaranth"
2512372,"flour, quinoa"
2512373,"flour, sorghum"
2512374,"flour, buckwheat"
2512375,"flour, rye"
2512376,"flour, barley"
2512377,"flour, cassava"
2512378,"buckwheat, whole grain"
2512379,"millet, whole grain"
2512380,"rice, brown, long grain"
2512381,"rice, white, long grain"
2512383,"amaranth, flour"
2512431,"quinoa, flour"
2512447,"brown rice, long grain, unenriched"
2512463,"white rice, long grain, unenriched"
2512479,"sorghum, flour"
2512495,"buckwheat, flour"
2512511,"rye, flour"
2512527,"barley, flour"
2512543,cassava flour
2514743,"beef, ground, 90% lean meat / 10% fat"
2514744,"beef, ground, 80% lean meat / 20% fat"
2514745,"pork, ground, raw"
2514746,"chicken, ground, with additives"
2514747,"turkey, ground, 93% lean/ 7% fat"
2514749,"beef, ground, grass-fed"
2514751,"beef, ground, 90% lean"
2514765,"beef, ground, 80% lean"
2514795,"chicken, ground, breast meat only"
2514797,"chicken, ground, raw"
2515373,"nuts, brazilnuts, raw"
2515374,"nuts, cashew nuts, raw"
2515375,"nuts, hazelnuts or filberts, raw"
2515376,"peanuts, raw"
2515377,"flour, chestnut"
2515378,"nuts, macadamia nuts, raw"
2515379,"nuts, pistachio nuts, raw"
2515380,"seeds, pumpkin seeds (pepitas), raw"
2515381,"seeds, sunflower seed, kernel"
2515382,"flour, coconut"
2515384,"brazil nuts, raw"
2515400,"cashews, raw"
2515416,"pumpkin seeds (pepitas), raw"
2515432,"hazelnuts, raw"
2515448,"macadamia nuts, raw"
2515464,"pistachio nuts, raw"
2515480,"sunflower seed kernels, raw"
2515496,coconut flour
2515528,chestnut flour
2644281,"beans, cannellini, dry"
2644282,"chickpeas, (garbanzo beans, bengal gram)"
2644283,"lentils, dry"
2644284,"blackeye pea, dry"
2644285,"beans, black, canned"
2644286,"beans, navy, canned"
2644287,"beans, cannellini, canned"
2644288,"chickpeas (garbanzo beans, bengal gram), canned"
2644289,"beans, kidney, dark red"
2644290,"beans, kidney, light red"
2644291,"peas, green, sweet"
2644292,"beans, pinto, canned"
2644293,"blackeye pea, canned, sodium added"
2644294,"beans, great northern, canned"
2644312,"beans, chickpeas/garbanzos, dry"
2644332,"lentils, brown, dry"
2644408,"beans, chick peas/garbanzos, canned"
2644488,"beans, blackeye pea, canned"
2646168,"pork, loin, boneless"
2646169,"pork, loin, tenderloin"
2646170,"chicken, breast, boneless"
2646171,"chicken, thigh, boneless"
2646172,"beef, ribeye, steak"
2646173,"beef, round, top round"
2646174,"beef, chuck, roast"
2646175,"beef, flank, steak"
2646193,"pork, tenderloin, boneless"
2646225,"chicken, thighs, boneless"
2646241,"beef, ribeye steak, boneless"
2646257,"beef, top round, boneless"
2646289,"beef, flank steak"
2647437,"yogurt, plain, nonfat"
2647438,"cheese, monterey jack, solid"
2647439,"cheese, pasteurized process cheese food or product, american"
2647440,"cheese, provolone, sliced"
2647441,"cheese, oaxaca, solid"
2647442,"cheese, queso fresco, solid"
